from_id,to_id,travel_time
60,Shahid Rajaei Stadium,29
60,Kanoon Roshd Sport Complex,61
60,Moallem Sport Cpmplex,34
60,Ghadir Sport complex,36
60,Chamran Sport Complex,50
60,Reyhane Hazrat Rasoul Sport complex,54
60,Persian Gulf sport complex,66
60,Shohadaye Modafe e Haram sport complex,50
60,Kowsar Sport Complex,16
61,Shahid Rajaei Stadium,35
61,Kanoon Roshd Sport Complex,49
61,Moallem Sport Cpmplex,34
61,Ghadir Sport complex,30
61,Chamran Sport Complex,38
61,Reyhane Hazrat Rasoul Sport complex,55
61,Persian Gulf sport complex,54
61,Shohadaye Modafe e Haram sport complex,40
61,Kowsar Sport Complex,28
62,Shahid Rajaei Stadium,41
62,Kanoon Roshd Sport Complex,47
62,Moallem Sport Cpmplex,34
62,Ghadir Sport complex,28
62,Chamran Sport Complex,36
62,Reyhane Hazrat Rasoul Sport complex,63
62,Persian Gulf sport complex,50
62,Shohadaye Modafe e Haram sport complex,37
62,Kowsar Sport Complex,35
63,Shahid Rajaei Stadium,44
63,Kanoon Roshd Sport Complex,43
63,Moallem Sport Cpmplex,34
63,Ghadir Sport complex,27
63,Chamran Sport Complex,32
63,Reyhane Hazrat Rasoul Sport complex,60
63,Persian Gulf sport complex,47
63,Shohadaye Modafe e Haram sport complex,34
63,Kowsar Sport Complex,39
64,Shahid Rajaei Stadium,29
64,Kanoon Roshd Sport Complex,61
64,Moallem Sport Cpmplex,44
64,Ghadir Sport complex,35
64,Chamran Sport Complex,50
64,Reyhane Hazrat Rasoul Sport complex,49
64,Persian Gulf sport complex,66
64,Shohadaye Modafe e Haram sport complex,51
64,Kowsar Sport Complex,12
65,Shahid Rajaei Stadium,24
65,Kanoon Roshd Sport Complex,54
65,Moallem Sport Cpmplex,53
65,Ghadir Sport complex,36
65,Chamran Sport Complex,43
65,Reyhane Hazrat Rasoul Sport complex,48
65,Persian Gulf sport complex,60
65,Shohadaye Modafe e Haram sport complex,46
65,Kowsar Sport Complex,15
66,Shahid Rajaei Stadium,34
66,Kanoon Roshd Sport Complex,61
66,Moallem Sport Cpmplex,43
66,Ghadir Sport complex,33
66,Chamran Sport Complex,50
66,Reyhane Hazrat Rasoul Sport complex,47
66,Persian Gulf sport complex,64
66,Shohadaye Modafe e Haram sport complex,49
66,Kowsar Sport Complex,16
67,Shahid Rajaei Stadium,26
67,Kanoon Roshd Sport Complex,56
67,Moallem Sport Cpmplex,53
67,Ghadir Sport complex,38
67,Chamran Sport Complex,45
67,Reyhane Hazrat Rasoul Sport complex,52
67,Persian Gulf sport complex,62
67,Shohadaye Modafe e Haram sport complex,48
67,Kowsar Sport Complex,13
68,Shahid Rajaei Stadium,38
68,Kanoon Roshd Sport Complex,56
68,Moallem Sport Cpmplex,40
68,Ghadir Sport complex,30
68,Chamran Sport Complex,45
68,Reyhane Hazrat Rasoul Sport complex,46
68,Persian Gulf sport complex,61
68,Shohadaye Modafe e Haram sport complex,45
68,Kowsar Sport Complex,21
69,Shahid Rajaei Stadium,40
69,Kanoon Roshd Sport Complex,50
69,Moallem Sport Cpmplex,41
69,Ghadir Sport complex,31
69,Chamran Sport Complex,39
69,Reyhane Hazrat Rasoul Sport complex,49
69,Persian Gulf sport complex,55
69,Shohadaye Modafe e Haram sport complex,40
69,Kowsar Sport Complex,28
70,Shahid Rajaei Stadium,30
70,Kanoon Roshd Sport Complex,57
70,Moallem Sport Cpmplex,52
70,Ghadir Sport complex,37
70,Chamran Sport Complex,46
70,Reyhane Hazrat Rasoul Sport complex,48
70,Persian Gulf sport complex,62
70,Shohadaye Modafe e Haram sport complex,49
70,Kowsar Sport Complex,13
71,Shahid Rajaei Stadium,31
71,Kanoon Roshd Sport Complex,57
71,Moallem Sport Cpmplex,53
71,Ghadir Sport complex,32
71,Chamran Sport Complex,46
71,Reyhane Hazrat Rasoul Sport complex,45
71,Persian Gulf sport complex,61
71,Shohadaye Modafe e Haram sport complex,47
71,Kowsar Sport Complex,21
72,Shahid Rajaei Stadium,34
72,Kanoon Roshd Sport Complex,54
72,Moallem Sport Cpmplex,48
72,Ghadir Sport complex,30
72,Chamran Sport Complex,43
72,Reyhane Hazrat Rasoul Sport complex,42
72,Persian Gulf sport complex,58
72,Shohadaye Modafe e Haram sport complex,45
72,Kowsar Sport Complex,21
73,Shahid Rajaei Stadium,44
73,Kanoon Roshd Sport Complex,46
73,Moallem Sport Cpmplex,42
73,Ghadir Sport complex,27
73,Chamran Sport Complex,35
73,Reyhane Hazrat Rasoul Sport complex,57
73,Persian Gulf sport complex,49
73,Shohadaye Modafe e Haram sport complex,34
73,Kowsar Sport Complex,35
74,Shahid Rajaei Stadium,50
74,Kanoon Roshd Sport Complex,42
74,Moallem Sport Cpmplex,41
74,Ghadir Sport complex,26
74,Chamran Sport Complex,31
74,Reyhane Hazrat Rasoul Sport complex,60
74,Persian Gulf sport complex,48
74,Shohadaye Modafe e Haram sport complex,34
74,Kowsar Sport Complex,45
75,Shahid Rajaei Stadium,19
75,Kanoon Roshd Sport Complex,46
75,Moallem Sport Cpmplex,50
75,Ghadir Sport complex,28
75,Chamran Sport Complex,35
75,Reyhane Hazrat Rasoul Sport complex,40
75,Persian Gulf sport complex,52
75,Shohadaye Modafe e Haram sport complex,38
75,Kowsar Sport Complex,21
76,Shahid Rajaei Stadium,48
76,Kanoon Roshd Sport Complex,44
76,Moallem Sport Cpmplex,44
76,Ghadir Sport complex,28
76,Chamran Sport Complex,33
76,Reyhane Hazrat Rasoul Sport complex,62
76,Persian Gulf sport complex,50
76,Shohadaye Modafe e Haram sport complex,36
76,Kowsar Sport Complex,49
77,Shahid Rajaei Stadium,34
77,Kanoon Roshd Sport Complex,52
77,Moallem Sport Cpmplex,48
77,Ghadir Sport complex,26
77,Chamran Sport Complex,41
77,Reyhane Hazrat Rasoul Sport complex,43
77,Persian Gulf sport complex,57
77,Shohadaye Modafe e Haram sport complex,42
77,Kowsar Sport Complex,27
78,Shahid Rajaei Stadium,37
78,Kanoon Roshd Sport Complex,46
78,Moallem Sport Cpmplex,46
78,Ghadir Sport complex,22
78,Chamran Sport Complex,35
78,Reyhane Hazrat Rasoul Sport complex,49
78,Persian Gulf sport complex,54
78,Shohadaye Modafe e Haram sport complex,37
78,Kowsar Sport Complex,31
79,Shahid Rajaei Stadium,38
79,Kanoon Roshd Sport Complex,44
79,Moallem Sport Cpmplex,47
79,Ghadir Sport complex,20
79,Chamran Sport Complex,33
79,Reyhane Hazrat Rasoul Sport complex,53
79,Persian Gulf sport complex,46
79,Shohadaye Modafe e Haram sport complex,32
79,Kowsar Sport Complex,39
80,Shahid Rajaei Stadium,47
80,Kanoon Roshd Sport Complex,46
80,Moallem Sport Cpmplex,45
80,Ghadir Sport complex,29
80,Chamran Sport Complex,35
80,Reyhane Hazrat Rasoul Sport complex,62
80,Persian Gulf sport complex,47
80,Shohadaye Modafe e Haram sport complex,34
80,Kowsar Sport Complex,44
81,Shahid Rajaei Stadium,26
81,Kanoon Roshd Sport Complex,49
81,Moallem Sport Cpmplex,55
81,Ghadir Sport complex,32
81,Chamran Sport Complex,38
81,Reyhane Hazrat Rasoul Sport complex,44
81,Persian Gulf sport complex,55
81,Shohadaye Modafe e Haram sport complex,41
81,Kowsar Sport Complex,27
82,Shahid Rajaei Stadium,29
82,Kanoon Roshd Sport Complex,46
82,Moallem Sport Cpmplex,53
82,Ghadir Sport complex,23
82,Chamran Sport Complex,35
82,Reyhane Hazrat Rasoul Sport complex,39
82,Persian Gulf sport complex,52
82,Shohadaye Modafe e Haram sport complex,38
82,Kowsar Sport Complex,30
83,Shahid Rajaei Stadium,28
83,Kanoon Roshd Sport Complex,44
83,Moallem Sport Cpmplex,50
83,Ghadir Sport complex,16
83,Chamran Sport Complex,33
83,Reyhane Hazrat Rasoul Sport complex,38
83,Persian Gulf sport complex,51
83,Shohadaye Modafe e Haram sport complex,36
83,Kowsar Sport Complex,31
84,Shahid Rajaei Stadium,30
84,Kanoon Roshd Sport Complex,50
84,Moallem Sport Cpmplex,58
84,Ghadir Sport complex,31
84,Chamran Sport Complex,39
84,Reyhane Hazrat Rasoul Sport complex,44
84,Persian Gulf sport complex,56
84,Shohadaye Modafe e Haram sport complex,42
84,Kowsar Sport Complex,31
85,Shahid Rajaei Stadium,30
85,Kanoon Roshd Sport Complex,40
85,Moallem Sport Cpmplex,50
85,Ghadir Sport complex,9
85,Chamran Sport Complex,29
85,Reyhane Hazrat Rasoul Sport complex,43
85,Persian Gulf sport complex,49
85,Shohadaye Modafe e Haram sport complex,33
85,Kowsar Sport Complex,32
86,Shahid Rajaei Stadium,30
86,Kanoon Roshd Sport Complex,42
86,Moallem Sport Cpmplex,51
86,Ghadir Sport complex,16
86,Chamran Sport Complex,31
86,Reyhane Hazrat Rasoul Sport complex,38
86,Persian Gulf sport complex,48
86,Shohadaye Modafe e Haram sport complex,33
86,Kowsar Sport Complex,33
87,Shahid Rajaei Stadium,29
87,Kanoon Roshd Sport Complex,47
87,Moallem Sport Cpmplex,52
87,Ghadir Sport complex,24
87,Chamran Sport Complex,36
87,Reyhane Hazrat Rasoul Sport complex,31
87,Persian Gulf sport complex,53
87,Shohadaye Modafe e Haram sport complex,38
87,Kowsar Sport Complex,32
88,Shahid Rajaei Stadium,29
88,Kanoon Roshd Sport Complex,45
88,Moallem Sport Cpmplex,53
88,Ghadir Sport complex,23
88,Chamran Sport Complex,34
88,Reyhane Hazrat Rasoul Sport complex,35
88,Persian Gulf sport complex,51
88,Shohadaye Modafe e Haram sport complex,37
88,Kowsar Sport Complex,30
89,Shahid Rajaei Stadium,29
89,Kanoon Roshd Sport Complex,33
89,Moallem Sport Cpmplex,52
89,Ghadir Sport complex,8
89,Chamran Sport Complex,22
89,Reyhane Hazrat Rasoul Sport complex,41
89,Persian Gulf sport complex,42
89,Shohadaye Modafe e Haram sport complex,25
89,Kowsar Sport Complex,32
90,Shahid Rajaei Stadium,41
90,Kanoon Roshd Sport Complex,47
90,Moallem Sport Cpmplex,52
90,Ghadir Sport complex,26
90,Chamran Sport Complex,36
90,Reyhane Hazrat Rasoul Sport complex,59
90,Persian Gulf sport complex,48
90,Shohadaye Modafe e Haram sport complex,34
90,Kowsar Sport Complex,42
91,Shahid Rajaei Stadium,38
91,Kanoon Roshd Sport Complex,39
91,Moallem Sport Cpmplex,54
91,Ghadir Sport complex,14
91,Chamran Sport Complex,28
91,Reyhane Hazrat Rasoul Sport complex,53
91,Persian Gulf sport complex,40
91,Shohadaye Modafe e Haram sport complex,27
91,Kowsar Sport Complex,40
92,Shahid Rajaei Stadium,36
92,Kanoon Roshd Sport Complex,64
92,Moallem Sport Cpmplex,64
92,Ghadir Sport complex,39
92,Chamran Sport Complex,53
92,Reyhane Hazrat Rasoul Sport complex,36
92,Persian Gulf sport complex,70
92,Shohadaye Modafe e Haram sport complex,52
92,Kowsar Sport Complex,34
93,Shahid Rajaei Stadium,33
93,Kanoon Roshd Sport Complex,59
93,Moallem Sport Cpmplex,59
93,Ghadir Sport complex,34
93,Chamran Sport Complex,48
93,Reyhane Hazrat Rasoul Sport complex,29
93,Persian Gulf sport complex,65
93,Shohadaye Modafe e Haram sport complex,45
93,Kowsar Sport Complex,33
94,Shahid Rajaei Stadium,33
94,Kanoon Roshd Sport Complex,33
94,Moallem Sport Cpmplex,57
94,Ghadir Sport complex,11
94,Chamran Sport Complex,22
94,Reyhane Hazrat Rasoul Sport complex,47
94,Persian Gulf sport complex,42
94,Shohadaye Modafe e Haram sport complex,23
94,Kowsar Sport Complex,36
95,Shahid Rajaei Stadium,35
95,Kanoon Roshd Sport Complex,34
95,Moallem Sport Cpmplex,59
95,Ghadir Sport complex,21
95,Chamran Sport Complex,23
95,Reyhane Hazrat Rasoul Sport complex,41
95,Persian Gulf sport complex,42
95,Shohadaye Modafe e Haram sport complex,21
95,Kowsar Sport Complex,37
96,Shahid Rajaei Stadium,36
96,Kanoon Roshd Sport Complex,51
96,Moallem Sport Cpmplex,60
96,Ghadir Sport complex,30
96,Chamran Sport Complex,40
96,Reyhane Hazrat Rasoul Sport complex,32
96,Persian Gulf sport complex,59
96,Shohadaye Modafe e Haram sport complex,36
96,Kowsar Sport Complex,38
97,Shahid Rajaei Stadium,46
97,Kanoon Roshd Sport Complex,47
97,Moallem Sport Cpmplex,62
97,Ghadir Sport complex,26
97,Chamran Sport Complex,37
97,Reyhane Hazrat Rasoul Sport complex,63
97,Persian Gulf sport complex,44
97,Shohadaye Modafe e Haram sport complex,33
97,Kowsar Sport Complex,48
99,Shahid Rajaei Stadium,42
99,Kanoon Roshd Sport Complex,51
99,Moallem Sport Cpmplex,67
99,Ghadir Sport complex,37
99,Chamran Sport Complex,36
99,Reyhane Hazrat Rasoul Sport complex,27
99,Persian Gulf sport complex,55
99,Shohadaye Modafe e Haram sport complex,33
99,Kowsar Sport Complex,43
100,Shahid Rajaei Stadium,48
100,Kanoon Roshd Sport Complex,41
100,Moallem Sport Cpmplex,65
100,Ghadir Sport complex,30
100,Chamran Sport Complex,32
100,Reyhane Hazrat Rasoul Sport complex,61
100,Persian Gulf sport complex,29
100,Shohadaye Modafe e Haram sport complex,30
100,Kowsar Sport Complex,50
