from_id,to_id,travel_time
85,Specialized Family Cultural Center (Montazeri),45
86,Bano Cultural Center,11
86,Pardis Cultural Center,29
86,HadiAbad Cultural Center,30
86,Navab Safavi Cultural center & Library,26
86,Rose Cultural center,46
86,Mohamadieh Cultural center & Library,39
86,Specialized Family Cultural Center (Montazeri),45
87,Bano Cultural Center,10
87,Pardis Cultural Center,31
87,HadiAbad Cultural Center,37
87,Navab Safavi Cultural center & Library,31
87,Rose Cultural center,42
87,Mohamadieh Cultural center & Library,40
87,Specialized Family Cultural Center (Montazeri),49
88,Bano Cultural Center,19
88,Pardis Cultural Center,34
88,HadiAbad Cultural Center,38
88,Navab Safavi Cultural center & Library,29
88,Rose Cultural center,45
88,Mohamadieh Cultural center & Library,41
88,Specialized Family Cultural Center (Montazeri),49
89,Bano Cultural Center,5
89,Pardis Cultural Center,30
89,HadiAbad Cultural Center,23
89,Navab Safavi Cultural center & Library,33
89,Rose Cultural center,45
89,Mohamadieh Cultural center & Library,39
89,Specialized Family Cultural Center (Montazeri),48
90,Bano Cultural Center,30
90,Pardis Cultural Center,46
90,HadiAbad Cultural Center,13
90,Navab Safavi Cultural center & Library,22
90,Rose Cultural center,54
90,Mohamadieh Cultural center & Library,48
90,Specialized Family Cultural Center (Montazeri),46
91,Bano Cultural Center,25
91,Pardis Cultural Center,43
91,HadiAbad Cultural Center,8
91,Navab Safavi Cultural center & Library,24
91,Rose Cultural center,57
91,Mohamadieh Cultural center & Library,49
91,Specialized Family Cultural Center (Montazeri),48
92,Bano Cultural Center,28
92,Pardis Cultural Center,41
92,HadiAbad Cultural Center,53
92,Navab Safavi Cultural center & Library,48
92,Rose Cultural center,52
92,Mohamadieh Cultural center & Library,49
92,Specialized Family Cultural Center (Montazeri),62
93,Bano Cultural Center,24
93,Pardis Cultural Center,34
93,HadiAbad Cultural Center,48
93,Navab Safavi Cultural center & Library,43
93,Rose Cultural center,49
93,Mohamadieh Cultural center & Library,45
93,Specialized Family Cultural Center (Montazeri),57
94,Bano Cultural Center,12
94,Pardis Cultural Center,36
94,HadiAbad Cultural Center,16
94,Navab Safavi Cultural center & Library,31
94,Rose Cultural center,53
94,Mohamadieh Cultural center & Library,47
94,Specialized Family Cultural Center (Montazeri),51
95,Bano Cultural Center,15
95,Pardis Cultural Center,28
95,HadiAbad Cultural Center,30
95,Navab Safavi Cultural center & Library,41
95,Rose Cultural center,51
95,Mohamadieh Cultural center & Library,45
95,Specialized Family Cultural Center (Montazeri),55
96,Bano Cultural Center,19
96,Pardis Cultural Center,31
96,HadiAbad Cultural Center,43
96,Navab Safavi Cultural center & Library,46
96,Rose Cultural center,52
96,Mohamadieh Cultural center & Library,46
96,Specialized Family Cultural Center (Montazeri),58
97,Bano Cultural Center,34
97,Pardis Cultural Center,53
97,HadiAbad Cultural Center,20
97,Navab Safavi Cultural center & Library,32
97,Rose Cultural center,66
97,Mohamadieh Cultural center & Library,57
97,Specialized Family Cultural Center (Montazeri),56
99,Bano Cultural Center,27
99,Pardis Cultural Center,27
99,HadiAbad Cultural Center,44
99,Navab Safavi Cultural center & Library,49
99,Rose Cultural center,58
99,Mohamadieh Cultural center & Library,53
99,Specialized Family Cultural Center (Montazeri),66
100,Bano Cultural Center,38
100,Pardis Cultural Center,48
100,HadiAbad Cultural Center,28
100,Navab Safavi Cultural center & Library,34
100,Rose Cultural center,69
100,Mohamadieh Cultural center & Library,60
